,id,duration,service,flag,src_bytes,dst_bytes,wrong_fragment,logged_in,num_compromised,num_root,count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,role,AttCat,attType
10377,42157,36172,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.5,0.0,0.0,1.0,1.0,admin,Probe,portsweep
10379,42165,0,private,SF,1,0,0,0,0,0,11,0.0,0.0,0.0,0.0,0.18,255,2,0.01,0.27,0.0,0.0,0.0,0.0,admin,Probe,satan
10383,42188,0,uucp_path,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.46,0.0,0.0,0.91,1.0,superuser,Probe,portsweep
10384,42192,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,80,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10386,42202,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,48,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10387,42207,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,223,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
10390,42217,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,76,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10391,42220,0,private,SF,1,0,0,0,0,0,53,0.0,0.0,0.0,0.0,0.13,255,7,0.03,0.24,0.02,0.0,0.17,0.0,superuser,Probe,satan
10396,42231,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.6,0.0,0.0,0.58,1.0,admin,Probe,portsweep
10397,42232,38890,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.51,0.0,0.0,1.0,1.0,admin,Probe,portsweep
10404,42258,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,217,1,0.0,0.23,0.0,0.0,0.45,1.0,technician,Probe,portsweep
10411,42275,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,215,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10415,42283,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,255,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10423,42308,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,62,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10440,42371,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,78,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10446,42390,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,20,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10447,42391,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,31,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10451,42411,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,40,2,0.03,1.0,0.0,0.0,0.93,1.0,admin,Probe,ipsweep
10458,42449,0,private,REJ,0,0,0,0,0,0,228,0.11,0.0,0.88,1.0,0.0,255,1,0.0,0.96,0.1,0.0,0.8,1.0,superuser,Probe,satan
10459,42452,17824,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,technician,Probe,portsweep
10460,42463,0,private,REJ,0,0,0,0,0,0,161,0.05,0.0,0.94,1.0,0.01,255,1,0.0,0.8,0.03,0.0,0.6,1.0,admin,Probe,satan
10461,42465,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.64,0.0,0.0,0.64,1.0,admin,Probe,portsweep
10472,42510,0,private,REJ,0,0,0,0,0,0,143,0.06,0.0,0.93,1.0,0.01,255,1,0.0,0.75,0.03,0.0,0.53,1.0,superuser,Probe,satan
10473,42511,0,discard,RSTO,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.84,0.0,0.0,0.82,1.0,technician,Probe,portsweep
10478,42524,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,150,1,0.01,0.68,0.04,0.0,0.65,1.0,superuser,Probe,portsweep
10483,42536,0,other,SF,1,0,0,0,0,0,7,0.0,0.0,0.0,0.0,0.14,255,1,0.0,0.2,0.0,0.0,0.0,0.0,technician,Probe,satan
10487,42547,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.38,0.0,0.0,0.75,1.0,admin,Probe,portsweep
10488,42550,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,129,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10489,42553,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,32,1,0.03,1.0,0.0,0.0,0.91,1.0,technician,Probe,ipsweep
10490,42562,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.79,0.0,0.0,0.78,1.0,superuser,Probe,portsweep
10492,42567,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,48,1,0.02,1.0,0.0,0.0,0.96,1.0,superuser,Probe,ipsweep
10496,42593,0,private,SH,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,1.0,146,1,0.01,0.93,0.95,1.0,0.0,0.0,technician,Probe,nmap
10503,42616,0,netbios_ns,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,181,1,0.01,0.73,0.03,0.0,0.63,1.0,technician,Probe,portsweep
10510,42647,0,pop_3,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,154,1,0.01,0.69,0.04,0.0,0.64,1.0,technician,Probe,portsweep
10513,42662,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.47,0.11,0.0,0.42,1.0,superuser,Probe,portsweep
10514,42670,0,private,SF,1,4,0,0,0,0,23,0.0,0.0,0.0,0.0,0.26,255,6,0.02,0.72,0.16,0.0,0.54,0.0,technician,Probe,satan
10524,42704,14018,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.68,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
10525,42709,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,66,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10528,42728,0,other,REJ,0,0,0,0,0,0,421,0.06,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.91,1.0,admin,Probe,satan
10529,42738,0,other,SF,1,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.25,255,1,0.0,0.2,0.0,0.0,0.0,0.0,admin,Probe,satan
10533,42751,0,other,REJ,0,0,0,0,0,0,511,0.11,0.0,0.88,1.0,0.0,255,1,0.0,1.0,0.11,0.0,0.89,1.0,superuser,Probe,satan
10546,42806,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,143,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
10553,42820,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,4,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10556,42835,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,32,2,0.03,1.0,0.0,0.0,0.94,1.0,technician,Probe,ipsweep
10560,42852,0,systat,S0,0,0,0,0,0,0,221,0.64,1.0,0.36,0.0,0.0,255,1,0.0,0.36,0.55,1.0,0.31,0.0,admin,Probe,portsweep
10569,42876,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,190,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
10574,42903,0,private,SF,1,0,0,0,0,0,19,0.0,0.0,0.0,0.0,1.0,87,19,0.22,0.06,0.0,0.0,0.0,0.0,superuser,Probe,satan
10579,42920,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,80,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
10582,42929,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,30,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
10586,42947,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,192,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10591,42968,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,210,1,0.0,0.22,0.0,0.0,0.21,1.0,superuser,Probe,portsweep
10597,43001,0,private,SF,1,0,0,0,0,0,132,0.0,0.0,0.0,0.0,0.85,255,155,0.61,0.05,0.0,0.0,0.0,0.0,technician,Probe,satan
10606,43046,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,5,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10620,43105,0,other,S0,0,0,0,0,0,0,429,0.07,1.0,0.9,0.0,0.0,255,1,0.0,1.0,0.09,1.0,0.9,0.0,admin,Probe,satan
10632,43155,0,other,REJ,0,0,0,0,0,0,434,0.08,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.06,0.0,0.94,1.0,technician,Probe,satan
10633,43156,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,55,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10646,43193,0,private,REJ,0,0,0,0,0,0,339,0.03,0.0,0.96,1.0,0.0,255,1,0.0,1.0,0.03,0.0,0.97,1.0,admin,Probe,satan
10660,43242,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,161,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10667,43275,17479,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,admin,Probe,portsweep
10668,43278,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.64,0.0,0.0,0.61,1.0,technician,Probe,portsweep
10669,43281,31749,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.82,0.0,0.0,1.0,1.0,technician,Probe,portsweep
10683,43325,0,private,REJ,0,0,0,0,0,0,21,0.0,0.0,0.9,1.0,0.05,255,1,0.0,0.12,0.0,0.0,0.08,1.0,superuser,Probe,satan
10689,43338,1,name,RSTR,0,0,0,0,0,0,72,0.0,0.0,1.0,1.0,0.03,242,2,0.01,0.17,0.01,0.0,0.5,1.0,admin,Probe,portsweep
10704,43395,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,2,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10706,43399,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,251,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
10710,43423,0,private,SF,1,0,0,0,0,0,52,0.0,0.0,0.0,0.0,0.02,255,1,0.0,0.22,0.0,0.0,0.0,0.0,admin,Probe,satan
10712,43444,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10715,43462,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,5,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10719,43486,38259,discard,RSTOS0,621568663,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,74,1,0.01,0.08,0.0,0.0,0.03,1.0,admin,Probe,portsweep
10729,43536,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,108,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10733,43546,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,149,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10734,43548,499,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,admin,Probe,portsweep
10737,43551,25781,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.66,0.0,0.0,1.0,1.0,admin,Probe,portsweep
10740,43563,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,100,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
10748,43601,0,http,REJ,0,0,0,0,0,0,5,0.0,0.0,0.4,1.0,0.2,110,1,0.01,0.07,0.0,0.0,0.02,1.0,admin,Probe,satan
10751,43618,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,86,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10753,43623,0,private,SF,1,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.3,255,26,0.1,0.67,0.0,0.0,0.58,0.0,admin,Probe,satan
10756,43628,0,private,SF,1,0,0,0,0,0,12,0.0,0.0,0.0,0.0,1.0,80,12,0.15,0.06,0.0,0.0,0.0,0.0,superuser,Probe,satan
10761,43658,0,private,RSTR,0,0,0,0,0,0,2,0.0,0.0,0.5,1.0,0.5,255,1,0.0,0.84,0.0,0.0,0.83,1.0,superuser,Probe,portsweep
10762,43662,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,78,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10769,43694,751,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.73,0.0,0.0,1.0,1.0,technician,Probe,portsweep
10772,43697,0,other,REJ,0,0,0,0,0,0,503,0.07,0.0,0.93,1.0,0.0,255,1,0.0,1.0,0.04,0.0,0.96,1.0,admin,Probe,satan
10780,43726,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,102,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10785,43744,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,64,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10795,43770,0,other,SF,1,0,0,0,0,0,15,0.0,0.0,0.0,0.0,0.13,255,2,0.01,0.2,0.0,0.0,0.0,0.0,technician,Probe,satan
10802,43794,0,private,REJ,0,0,0,0,0,0,511,0.16,0.0,0.82,1.0,0.0,255,1,0.0,1.0,0.17,0.0,0.83,1.0,superuser,Probe,satan
10803,43804,9155,other,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.74,0.0,0.0,1.0,1.0,admin,Probe,portsweep
10805,43820,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,113,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
10806,43821,0,private,SF,1,26,0,0,0,0,20,0.0,0.0,0.0,0.0,0.1,255,2,0.01,0.88,0.16,0.0,0.71,0.0,superuser,Probe,satan
10807,43824,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,172,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10818,43864,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,68,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10820,43876,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,129,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10822,43883,39527,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.5,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
10825,43896,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,4,200,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
10827,43898,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,7,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,nmap
10828,43907,0,private,SF,1,0,0,0,0,0,33,0.0,0.0,0.0,0.0,0.27,255,15,0.06,0.86,0.1,0.0,0.75,0.0,technician,Probe,satan
10830,43922,0,private,REJ,0,0,0,0,0,0,48,0.15,0.0,0.85,1.0,0.02,255,1,0.0,0.48,0.03,0.0,0.17,1.0,superuser,Probe,satan
10832,43925,0,private,REJ,0,0,0,0,0,0,494,0.06,0.0,0.93,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.92,1.0,admin,Probe,satan
10839,43956,0,private,RSTR,0,0,0,0,0,0,2,0.0,0.0,0.5,1.0,0.5,255,1,0.0,0.96,0.0,0.0,0.96,1.0,superuser,Probe,portsweep
10848,44003,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,255,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10853,44036,0,private,SF,1,0,0,0,0,0,29,0.0,0.0,0.0,0.0,0.14,255,4,0.02,0.65,0.05,0.0,0.56,0.0,superuser,Probe,satan
10855,44051,0,private,SF,1,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.42,255,33,0.13,0.55,0.16,0.0,0.36,0.0,technician,Probe,satan
10856,44054,5,bgp,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.7,0.0,0.0,0.7,1.0,admin,Probe,portsweep
10857,44055,0,other,REJ,0,0,0,0,0,0,402,0.07,0.0,0.9,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.91,1.0,superuser,Probe,satan
10860,44060,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,71,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10865,44071,37770,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.5,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
10866,44076,0,private,SF,1,0,0,0,0,0,14,0.0,0.0,0.0,0.0,0.07,255,1,0.0,0.31,0.0,0.0,0.0,0.0,superuser,Probe,satan
10868,44085,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,114,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10872,44100,0,private,REJ,0,0,0,0,0,0,396,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.52,0.0,0.0,1.0,1.0,technician,Probe,portsweep
10873,44103,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,115,1,0.01,0.18,0.0,0.0,0.14,1.0,superuser,Probe,portsweep
10883,44148,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,3,67,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
10884,44149,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,161,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,nmap
10888,44157,0,other,SF,1,0,0,0,0,0,19,0.0,0.0,0.0,0.0,0.05,255,1,0.0,0.27,0.0,0.0,0.2,0.0,superuser,Probe,satan
10891,44171,0,private,SF,207,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,210,178,0.85,0.01,0.0,0.0,0.0,0.0,superuser,Probe,nmap
10895,44183,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,61,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10905,44238,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,44,1,0.02,1.0,0.0,0.0,0.91,1.0,admin,Probe,ipsweep
10912,44280,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,99,1,0.01,0.53,0.06,0.0,0.49,1.0,superuser,Probe,portsweep
10913,44284,39287,private,RSTR,1,0,0,0,0,0,2,0.0,0.0,1.0,1.0,1.0,255,2,0.01,0.51,0.0,0.0,1.0,1.0,technician,Probe,portsweep
10914,44287,0,private,SF,215,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,43,35,0.81,0.05,0.0,0.0,0.0,0.0,superuser,Probe,nmap
10916,44291,0,private,REJ,0,0,0,0,0,0,2,0.0,0.0,1.0,1.0,0.5,255,1,0.0,0.66,0.0,0.0,0.64,1.0,admin,Probe,portsweep
10918,44294,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,159,1,0.01,0.39,0.0,0.0,0.38,1.0,technician,Probe,portsweep
10920,44298,0,private,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,173,1,0.01,0.06,0.0,0.0,0.04,1.0,superuser,Probe,portsweep
10924,44316,0,private,REJ,0,0,0,0,0,0,228,0.06,0.0,0.89,1.0,0.0,255,1,0.0,0.9,0.05,0.0,0.8,1.0,admin,Probe,satan
10925,44323,0,private,REJ,0,0,0,0,0,0,43,0.16,0.0,0.84,1.0,0.02,255,1,0.0,0.48,0.03,0.0,0.15,1.0,superuser,Probe,satan
10932,44364,0,private,REJ,0,0,0,0,0,0,297,0.07,0.0,0.89,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.89,1.0,superuser,Probe,satan
10933,44366,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,150,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10937,44375,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,190,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
10952,44412,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,59,2,0.02,1.0,0.0,0.0,0.93,1.0,admin,Probe,ipsweep
10953,44419,22,bgp,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,0.71,0.0,0.0,0.7,1.0,admin,Probe,portsweep
10954,44421,0,private,REJ,0,0,0,0,0,0,455,0.05,0.0,0.94,1.0,0.0,255,1,0.0,1.0,0.08,0.0,0.92,1.0,technician,Probe,satan
10957,44434,0,eco_i,SF,18,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,87,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10958,44438,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,81,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10959,44440,0,private,REJ,0,0,0,0,0,0,418,0.0,0.0,1.0,1.0,0.0,255,1,0.0,0.52,0.0,0.0,1.0,1.0,admin,Probe,portsweep
10960,44444,0,private,SF,1,0,0,0,0,0,25,0.0,0.0,0.0,0.0,0.56,255,14,0.05,0.86,0.16,0.0,0.69,0.0,superuser,Probe,satan
10962,44450,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,136,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
10963,44454,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,129,1.0,0.0,0.0,0.0,0.0,0.0,technician,Probe,ipsweep
10974,44498,0,other,REJ,0,0,0,0,0,0,511,0.23,0.0,0.77,1.0,0.0,255,1,0.0,1.0,0.15,0.0,0.85,1.0,admin,Probe,satan
10978,44520,0,private,SF,1,0,0,0,0,0,13,0.0,0.0,0.0,0.0,0.08,255,1,0.0,0.29,0.0,0.0,0.07,0.0,technician,Probe,satan
10981,44527,34578,private,RSTOS0,1167519497,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,80,1,0.01,0.12,0.0,0.0,0.1,1.0,superuser,Probe,portsweep
10987,44544,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,49,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,nmap
10994,44601,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,137,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
11002,44626,0,other,REJ,0,0,0,0,0,0,511,0.15,0.0,0.85,1.0,0.0,255,1,0.0,1.0,0.18,0.0,0.82,1.0,admin,Probe,satan
11008,44659,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,28,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
11016,44690,0,private,REJ,0,0,0,0,0,0,300,0.1,0.0,0.89,1.0,0.0,255,1,0.0,1.0,0.09,0.0,0.9,1.0,admin,Probe,satan
11019,44695,0,other,REJ,0,0,0,0,0,0,407,0.09,0.0,0.91,1.0,0.0,255,1,0.0,1.0,0.11,0.0,0.89,1.0,admin,Probe,satan
11026,44726,0,ssh,RSTO,0,15,0,1,0,0,1,0.0,0.0,1.0,1.0,1.0,3,2,0.33,1.0,0.0,0.0,1.0,0.5,superuser,Probe,ipsweep
11028,44741,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,62,1,0.02,1.0,0.0,0.0,0.9,1.0,admin,Probe,ipsweep
11032,44757,0,private,REJ,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,35,2,0.03,1.0,0.0,0.0,0.97,1.0,superuser,Probe,ipsweep
11034,44759,0,private,SF,207,0,0,0,0,0,2,0.0,0.0,0.0,0.0,1.0,54,46,0.85,0.04,0.0,0.0,0.0,0.0,superuser,Probe,nmap
11035,44765,2,private,RSTR,0,0,0,0,0,0,381,0.0,0.0,1.0,1.0,0.01,255,2,0.01,0.52,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
11038,44774,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,69,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
11040,44779,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,2,16,1.0,0.0,0.0,0.0,0.0,0.0,superuser,Probe,ipsweep
11042,44784,0,eco_i,SF,8,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1.0,1,85,1.0,0.0,0.0,0.0,0.0,0.0,admin,Probe,ipsweep
11047,44808,0,hostnames,RSTR,0,0,0,0,0,0,1,0.0,0.0,1.0,1.0,1.0,255,1,0.0,1.0,0.0,0.0,1.0,1.0,superuser,Probe,portsweep
